eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
pdnc,qID,Q785-1,you,312293,312296,19,1241,15,M_4858,"""I know what you mean,"" he cried, ""and it is exactly that that I cannot forgive you. I know you are contentment, optimism, what do they call the thing, an ultimate reconciliation.","-- Je comprends ce que vous voulez dire, cria-t-il, et c'est la precisement ce que je ne puis vous pardonner ! Je sais que vous etes la satisfaction, l'optimisme et -- comment dit-on encore ? -- la reconciliation finale.",3075,aligned,341313,341533,312202,312380,"-- Je comprends ce que vous voulez dire, cria-t-il, et c'est la precisement ce que je ne puis vous pardonner ! Je sais que vous etes la satisfaction, l'optimisme et -- comment dit-on encore ? -- la reconciliation finale. ","I know what you mean,"" he cried, ""and it is exactly that that I cannot
forgive you. I know you are contentment, optimism, what do they call
the thing, an ultimate reconciliation. ","['tu', 'vous']","[('vous', 341336, 341340), ('vous', 341407, 341411), ('vous', 341436, 341440)]"
pdnc,qID,Q785-1,you,312411,312414,19,1241,15,M_4859,"If you were the man in the dark room, why were you also Sunday, an offense to the sunlight?","Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ?",3077,aligned,341577,341675,312408,312499,"Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ? ","If
you were the man in the dark room, why were you also Sunday, an offense
to the sunlight? ","['tu', 'vous']","[('vous', 341580, 341584), ('vous', 341628, 341632)]"
pdnc,qID,Q785-1,you,312455,312458,19,1241,15,M_4860,"If you were the man in the dark room, why were you also Sunday, an offense to the sunlight?","Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ?",3077,aligned,341577,341675,312408,312499,"Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ? ","If
you were the man in the dark room, why were you also Sunday, an offense
to the sunlight? ","['tu', 'vous']","[('vous', 341580, 341584), ('vous', 341628, 341632)]"
exp,exp_name,sunday,Sunday,312464,312470,19,1241,15,M_4861,"If you were the man in the dark room, why were you also Sunday, an offense to the sunlight?","Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ?",3077,aligned,341577,341675,312408,312499,"Si vous etiez l'homme des tenebres, pourquoi etiez-vous aussi Dimanche, cet outrage a la lumiere ? ","If
you were the man in the dark room, why were you also Sunday, an offense
to the sunlight? ",['Dimanche'],"[('Dimanche', 341639, 341647)]"
pdnc,qID,Q785-1,you,312503,312506,19,1241,15,M_4862,"If you were from the first our father and our friend, why were you also our greatest enemy?","Si vous etiez des l'abord notre pere et notre ami, pourquoi etiez-vous aussi notre pire ennemi ?",3078,aligned,341676,341772,312500,312591,"Si vous etiez des l'abord notre pere et notre ami, pourquoi etiez-vous aussi notre pire ennemi ? ","If you were from the first our father and our friend,
why were you also our greatest enemy? ","['tu', 'vous']","[('vous', 341679, 341683), ('vous', 341742, 341746)]"
pdnc,qID,Q785-1,you,312563,312566,19,1241,15,M_4863,"If you were from the first our father and our friend, why were you also our greatest enemy?","Si vous etiez des l'abord notre pere et notre ami, pourquoi etiez-vous aussi notre pire ennemi ?",3078,aligned,341676,341772,312500,312591,"Si vous etiez des l'abord notre pere et notre ami, pourquoi etiez-vous aussi notre pire ennemi ? ","If you were from the first our father and our friend,
why were you also our greatest enemy? ","['tu', 'vous']","[('vous', 341679, 341683), ('vous', 341742, 341746)]"
pdnc,qID,Q785-1,you,312656,312659,19,1241,15,M_4864,"We wept, we fled in terror; the iron entered into our souls and you are the peace of God!","Nous pleurions, nous fuyions, terrifies, le froid du fer dans le coeur -- et vous etes la paix du Seigneur !",3079,aligned,341773,341881,312592,312681,"Nous pleurions, nous fuyions, terrifies, le froid du fer dans le coeur -- et vous etes la paix du Seigneur ! ","We wept, we fled in terror; the
iron entered into our souls and you are the peace of God! ","['tu', 'vous']","[('vous', 341850, 341854)]"
exp,exp_name,sunday,Sunday,312782,312788,19,1242,15,M_4865,"Sunday answered not a word, but very slowly he turned his face of stone upon Syme as if asking a question.","Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.",3081,aligned,342004,342108,312782,312888,"Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.
","Sunday answered not a word, but very slowly he turned his face of stone
upon Syme as if asking a question.
",['Dimanche'],"[('Dimanche', 342004, 342012)]"
booknlp,COREF,110,he,312826,312828,19,1242,15,M_4866,"Sunday answered not a word, but very slowly he turned his face of stone upon Syme as if asking a question.","Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.",3081,aligned,342004,342108,312782,312888,"Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.
","Sunday answered not a word, but very slowly he turned his face of stone
upon Syme as if asking a question.
",['il'],"[('il', 342043, 342045)]"
booknlp,COREF,110,his,312836,312839,19,1242,15,M_4867,"Sunday answered not a word, but very slowly he turned his face of stone upon Syme as if asking a question.","Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.",3081,aligned,342004,342108,312782,312888,"Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.
","Sunday answered not a word, but very slowly he turned his face of stone
upon Syme as if asking a question.
","['son', 'sa', 'ses', 'le sien']","[('sa', 342053, 342055)]"
exp,exp_name,syme,Syme,312859,312863,9,1242,15,M_4868,"Sunday answered not a word, but very slowly he turned his face of stone upon Syme as if asking a question.","Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.",3081,aligned,342004,342108,312782,312888,"Dimanche ne repondit pas un mot ; mais il tourna sa figure de pierre vers Syme, comme pour l'interroger.
","Sunday answered not a word, but very slowly he turned his face of stone
upon Syme as if asking a question.
",['Symer'],"[(None, None, None)]"
exp,exp_name,syme,Syme,312901,312905,9,1243,15,M_4869,"""No,"" said Syme, ""I do not feel fierce like that. I am grateful to you, not only for wine and hospitality here, but for many a fine scamper and free fight.'","-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat.",3082,aligned,342110,342338,312891,313045,"-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat. ","No,"" said Syme, ""I do not feel fierce like that. I am grateful to you,
not only for wine and hospitality here, but for many a fine scamper and
free fight. ",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,I,312908,312909,9,1243,15,M_4870,"""No,"" said Syme, ""I do not feel fierce like that. I am grateful to you, not only for wine and hospitality here, but for many a fine scamper and free fight.'","-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat.",3082,aligned,342110,342338,312891,313045,"-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat. ","No,"" said Syme, ""I do not feel fierce like that. I am grateful to you,
not only for wine and hospitality here, but for many a fine scamper and
free fight. ","['je', ""j'""]","[('je', 342128, 342130), ('je', 342157, 342159)]"
booknlp,COREF,93,I,312940,312941,9,1243,15,M_4871,"""No,"" said Syme, ""I do not feel fierce like that. I am grateful to you, not only for wine and hospitality here, but for many a fine scamper and free fight.'","-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat.",3082,aligned,342110,342338,312891,313045,"-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat. ","No,"" said Syme, ""I do not feel fierce like that. I am grateful to you,
not only for wine and hospitality here, but for many a fine scamper and
free fight. ","['je', ""j'""]","[('je', 342128, 342130), ('je', 342157, 342159)]"
pdnc,qID,Q786-1,you,312957,312960,19,1243,15,M_4872,"""No,"" said Syme, ""I do not feel fierce like that. I am grateful to you, not only for wine and hospitality here, but for many a fine scamper and free fight.'","-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat.",3082,aligned,342110,342338,312891,313045,"-- Non, dit Syme, je ne suis pas aussi feroce. Je vous suis reconnaissant, non seulement du bon vin et de l'hospitalite dont nous jouissons ici, mais encore des belles aventures ou vous nous avez jetes et de maint joyeux combat. ","No,"" said Syme, ""I do not feel fierce like that. I am grateful to you,
not only for wine and hospitality here, but for many a fine scamper and
free fight. ","['tu', 'vous']","[('vous', 342160, 342164), ('vous', 342291, 342295)]"
booknlp,COREF,93,I,313050,313051,9,1243,15,M_4873,But I should like to know.,Mais je voudrais savoir.,3083,aligned,342339,342363,313046,313072,Mais je voudrais savoir. ,But I should like to know. ,"['je', ""j'""]","[('je', 342344, 342346)]"
booknlp,COREF,93,My,313073,313075,9,1243,15,M_4874,"My soul and heart are as happy and quiet here as this old garden, but my reason is still crying out. ~~~ I should like to know.""","Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !",3084,aligned,342364,342486,313073,313196,"Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !
","My soul and heart are as happy
and quiet here as this old garden, but my reason is still crying out. I
should like to know.""",['Mon'],"[('Mon', 342364, 342367), ('Mon', 342375, 342378)]"
booknlp,COREF,93,my,313143,313145,9,1243,15,M_4875,"My soul and heart are as happy and quiet here as this old garden, but my reason is still crying out. ~~~ I should like to know.""","Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !",3084,aligned,342364,342486,313073,313196,"Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !
","My soul and heart are as happy
and quiet here as this old garden, but my reason is still crying out. I
should like to know.""","['mon', 'ma', 'mes']","[('mon', 342364, 342367), ('mon', 342375, 342378), ('ma', 342436, 342438)]"
booknlp,COREF,93,I,313174,313175,9,1243,15,M_4876,"My soul and heart are as happy and quiet here as this old garden, but my reason is still crying out. ~~~ I should like to know.""","Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !",3084,aligned,342364,342486,313073,313196,"Mon ame et mon coeur sont calmes et heureux comme ce vieux jardin, mais ma raison ne cesse de gemir : je voudrais savoir !
","My soul and heart are as happy
and quiet here as this old garden, but my reason is still crying out. I
should like to know.""","['je', ""j'""]","[('je', 342466, 342468)]"
exp,exp_name,sunday,Sunday,313199,313205,19,1244,15,M_4877,"Sunday looked at Ratcliffe, whose clear voice said ""It seems so _silly_ that you should have been on both sides and fought yourself.""","Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire : -- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.",3085,aligned,342488,342647,313199,313333,"Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire :

-- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.
","Sunday looked at Ratcliffe, whose clear voice said 

""It seems so _silly_ that you should have been on both sides and fought
yourself.""",['Dimanche'],"[('Dimanche', 342488, 342496)]"
booknlp,COREF,160,Ratcliffe,313216,313225,12,1244,15,M_4878,"Sunday looked at Ratcliffe, whose clear voice said ""It seems so _silly_ that you should have been on both sides and fought yourself.""","Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire : -- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.",3085,aligned,342488,342647,313199,313333,"Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire :

-- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.
","Sunday looked at Ratcliffe, whose clear voice said 

""It seems so _silly_ that you should have been on both sides and fought
yourself.""",['Ratcliffe'],"[(None, None, None)]"
pdnc,qID,Q787-0,you,313278,313281,19,1245,15,M_4879,"Sunday looked at Ratcliffe, whose clear voice said ""It seems so _silly_ that you should have been on both sides and fought yourself.""","Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire : -- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.",3085,aligned,342488,342647,313199,313333,"Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire :

-- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.
","Sunday looked at Ratcliffe, whose clear voice said 

""It seems so _silly_ that you should have been on both sides and fought
yourself.""","['tu', 'vous']","[('vous', 342581, 342585), ('vous', 342621, 342625), ('vous', 342637, 342641)]"
booknlp,COREF,110,yourself,313324,313332,19,1245,15,M_4880,"Sunday looked at Ratcliffe, whose clear voice said ""It seems so _silly_ that you should have been on both sides and fought yourself.""","Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire : -- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.",3085,aligned,342488,342647,313199,313333,"Dimanche jeta un regard a Ratcliff, qui dit de sa voix claire :

-- Il me semble cocasse que vous ayez ete des deux cotes a la fois, vous combattant vous-meme.
","Sunday looked at Ratcliffe, whose clear voice said 

""It seems so _silly_ that you should have been on both sides and fought
yourself.""","['toi-même', 'vous-même', 'vous-mêmes']","[(None, None, None)]"
exp,exp_name,bull,Bull,313336,313340,7,1246,15,M_4881,"Bull said ""I understand nothing, but I am happy. In fact, I am going to sleep.""","Bull dit : -- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir. --",3087,aligned,342649,342745,313336,313416,"Bull dit :

-- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir.

-- ","Bull said 

""I understand nothing, but I am happy. In fact, I am going to sleep.""",['Taureau'],"[(None, None, None)]"
booknlp,COREF,135,I,313349,313350,7,1247,15,M_4882,"Bull said ""I understand nothing, but I am happy. In fact, I am going to sleep.""","Bull dit : -- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir. --",3087,aligned,342649,342745,313336,313416,"Bull dit :

-- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir.

-- ","Bull said 

""I understand nothing, but I am happy. In fact, I am going to sleep.""","['je', ""j'""]","[('je', 342664, 342666), ('je', 342692, 342694), ('je', 342709, 342711), ('je', 342722, 342724)]"
booknlp,COREF,135,I,313375,313376,7,1247,15,M_4883,"Bull said ""I understand nothing, but I am happy. In fact, I am going to sleep.""","Bull dit : -- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir. --",3087,aligned,342649,342745,313336,313416,"Bull dit :

-- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir.

-- ","Bull said 

""I understand nothing, but I am happy. In fact, I am going to sleep.""","['je', ""j'""]","[('je', 342664, 342666), ('je', 342692, 342694), ('je', 342709, 342711), ('je', 342722, 342724)]"
booknlp,COREF,135,I,313396,313397,7,1247,15,M_4884,"Bull said ""I understand nothing, but I am happy. In fact, I am going to sleep.""","Bull dit : -- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir. --",3087,aligned,342649,342745,313336,313416,"Bull dit :

-- Je n'y comprends rien, mais je suis heureux. Je crois que je vais m'endormir.

-- ","Bull said 

""I understand nothing, but I am happy. In fact, I am going to sleep.""","['je', ""j'""]","[('je', 342664, 342666), ('je', 342692, 342694), ('je', 342709, 342711), ('je', 342722, 342724)]"
booknlp,COREF,773,I,313420,313421,16,1248,15,M_4885,"""I am not happy,"" said the Professor with his head in his hands, ""because I do not understand.""","Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas.",3086,aligned,342746,342844,313420,313513,"Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas. ","I am not happy,"" said the Professor with his head in his hands,
""because I do not understand. ","['je', ""j'""]","[('je', 342746, 342748), ('je', 342824, 342826)]"
exp,exp_name,the professor,the Professor,313442,313455,16,1248,15,M_4886,"""I am not happy,"" said the Professor with his head in his hands, ""because I do not understand.""","Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas.",3086,aligned,342746,342844,313420,313513,"Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas. ","I am not happy,"" said the Professor with his head in his hands,
""because I do not understand. ",['le professeur'],"[('le professeur', 342774, 342787)]"
booknlp,COREF,773,his,313461,313464,16,1248,15,M_4887,"""I am not happy,"" said the Professor with his head in his hands, ""because I do not understand.""","Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas.",3086,aligned,342746,342844,313420,313513,"Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas. ","I am not happy,"" said the Professor with his head in his hands,
""because I do not understand. ","['son', 'sa', 'ses', 'le sien']","[('ses', 342803, 342806)]"
booknlp,COREF,773,his,313473,313476,16,1248,15,M_4888,"""I am not happy,"" said the Professor with his head in his hands, ""because I do not understand.""","Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas.",3086,aligned,342746,342844,313420,313513,"Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas. ","I am not happy,"" said the Professor with his head in his hands,
""because I do not understand. ","['son', 'sa', 'ses', 'le sien']","[('ses', 342803, 342806)]"
booknlp,COREF,773,I,313493,313494,16,1248,15,M_4889,"""I am not happy,"" said the Professor with his head in his hands, ""because I do not understand.""","Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas.",3086,aligned,342746,342844,313420,313513,"Je ne suis pas heureux, dit le professeur, la tete entre ses mains, parce que je ne comprends pas. ","I am not happy,"" said the Professor with his head in his hands,
""because I do not understand. ","['je', ""j'""]","[('je', 342746, 342748), ('je', 342824, 342826)]"
pdnc,qID,Q789-1,You,313514,313517,19,1248,15,M_4890,"You let me stray a little too near to hell.""",Vous m'avez fait froler l'enfer d'un peu trop pres.,3088,aligned,342845,342896,313514,313557,"Vous m'avez fait froler l'enfer d'un peu trop pres.
","You let me stray a little too near to
hell.""",['Toi'],"[(None, None, None)]"
booknlp,COREF,773,me,313522,313524,16,1248,15,M_4891,"You let me stray a little too near to hell.""",Vous m'avez fait froler l'enfer d'un peu trop pres.,3088,aligned,342845,342896,313514,313557,"Vous m'avez fait froler l'enfer d'un peu trop pres.
","You let me stray a little too near to
hell.""","['moi', ""m'""]","[(""m'"", 342850, 342852)]"
exp,exp_name,gogol,Gogol,313569,313574,10,1249,15,M_4892,"And then Gogol said, with the absolute simplicity of a child ""I wish I knew why I was hurt so much.""","Et alors Gogol, avec l'absolue simplicite d'un enfant : -- Je voudrais savoir pourquoi j'ai tant souffert.",3090,aligned,342898,343005,313560,313661,"Et alors Gogol, avec l'absolue simplicite d'un enfant :

-- Je voudrais savoir pourquoi j'ai tant souffert.
","And then Gogol said, with the absolute simplicity of a child 

""I wish I knew why I was hurt so much.""",['Gogol'],"[('Gogol', 342907, 342912)]"
booknlp,COREF,126,I,313624,313625,10,1250,15,M_4893,"And then Gogol said, with the absolute simplicity of a child ""I wish I knew why I was hurt so much.""","Et alors Gogol, avec l'absolue simplicite d'un enfant : -- Je voudrais savoir pourquoi j'ai tant souffert.",3090,aligned,342898,343005,313560,313661,"Et alors Gogol, avec l'absolue simplicite d'un enfant :

-- Je voudrais savoir pourquoi j'ai tant souffert.
","And then Gogol said, with the absolute simplicity of a child 

""I wish I knew why I was hurt so much.""","['je', ""j'""]","[('je', 342958, 342960), (""j'"", 342986, 342988)]"
booknlp,COREF,126,I,313631,313632,10,1250,15,M_4894,"And then Gogol said, with the absolute simplicity of a child ""I wish I knew why I was hurt so much.""","Et alors Gogol, avec l'absolue simplicite d'un enfant : -- Je voudrais savoir pourquoi j'ai tant souffert.",3090,aligned,342898,343005,313560,313661,"Et alors Gogol, avec l'absolue simplicite d'un enfant :

-- Je voudrais savoir pourquoi j'ai tant souffert.
","And then Gogol said, with the absolute simplicity of a child 

""I wish I knew why I was hurt so much.""","['je', ""j'""]","[('je', 342958, 342960), (""j'"", 342986, 342988)]"
booknlp,COREF,126,I,313642,313643,10,1250,15,M_4895,"And then Gogol said, with the absolute simplicity of a child ""I wish I knew why I was hurt so much.""","Et alors Gogol, avec l'absolue simplicite d'un enfant : -- Je voudrais savoir pourquoi j'ai tant souffert.",3090,aligned,342898,343005,313560,313661,"Et alors Gogol, avec l'absolue simplicite d'un enfant :

-- Je voudrais savoir pourquoi j'ai tant souffert.
","And then Gogol said, with the absolute simplicity of a child 

""I wish I knew why I was hurt so much.""","['je', ""j'""]","[('je', 342958, 342960), (""j'"", 342986, 342988)]"
exp,exp_name,sunday,Sunday,313670,313676,19,1251,15,M_4896,"Still Sunday said nothing, but only sat with his mighty chin upon his hand, and gazed at the distance.","Dimanche ne disait toujours rien. Il se tenait immobile, son puissant menton appuye sur sa main, son regard perdu au loin dans le vague.",3089,aligned,343007,343143,313664,313766,"Dimanche ne disait toujours rien. Il se tenait immobile, son puissant menton appuye sur sa main, son regard perdu au loin dans le vague.
","Still Sunday said nothing, but only sat with his mighty chin upon his
hand, and gazed at the distance. ",['Dimanche'],"[('Dimanche', 343007, 343015)]"
booknlp,COREF,773,your,313804,313808,16,1252,15,M_4897,"Then at last he said ""I have heard your complaints in order. And here, I think, comes another to complain, and we will hear him also.""","-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. ~~~ Ecoutons-le.",3091,aligned,343145,343288,313767,313902,"-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. Ecoutons-le.
","Then at last he said 

""I have heard your complaints in order. And here, I think, comes
another to complain, and we will hear him also.""","['ton', 'ta', 'tes', 'votre', 'vos']","[('vos', 343161, 343164)]"
pdnc,qID,Q791-0,another,313855,313862,13,1252,15,M_4898,"Then at last he said ""I have heard your complaints in order. And here, I think, comes another to complain, and we will hear him also.""","-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. ~~~ Ecoutons-le.",3091,aligned,343145,343288,313767,313902,"-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. Ecoutons-le.
","Then at last he said 

""I have heard your complaints in order. And here, I think, comes
another to complain, and we will hear him also.""",['un autre'],"[(None, None, None)]"
pdnc,qID,Q791-0,him,313893,313896,13,1252,15,M_4899,"Then at last he said ""I have heard your complaints in order. And here, I think, comes another to complain, and we will hear him also.""","-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. ~~~ Ecoutons-le.",3091,aligned,343145,343288,313767,313902,"-- J'ai entendu vos plaintes l'une apres l'autre, dit-il enfin. Et voici, je crois, qu'un dernier arrive, avec des plaintes aussi. Ecoutons-le.
","Then at last he said 

""I have heard your complaints in order. And here, I think, comes
another to complain, and we will hear him also.""",['lui'],"[(None, None, None)]"
exp,exp_name,syme,Syme,314451,314455,9,1253,15,M_4900,"It was only when he had come quite close to the crescent of the seven and flung up his face to look at them, that Syme saw, with thunder-struck clearness, that the face was the broad, almost ape-like face of his old friend Gregory, with its rank red hair and its insulting smile.","Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.",3102,aligned,343762,344019,314337,314616,"Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.
","It was only when he had come quite close to the crescent of
the seven and flung up his face to look at them, that Syme saw, with
thunder-struck clearness, that the face was the broad, almost ape-like
face of his old friend Gregory, with its rank red hair and its
insulting smile.
",['Symer'],"[(None, None, None)]"
exp,exp_name,gregory,Gregory,314560,314567,13,1253,15,M_4901,"It was only when he had come quite close to the crescent of the seven and flung up his face to look at them, that Syme saw, with thunder-struck clearness, that the face was the broad, almost ape-like face of his old friend Gregory, with its rank red hair and its insulting smile.","Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.",3102,aligned,343762,344019,314337,314616,"Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.
","It was only when he had come quite close to the crescent of
the seven and flung up his face to look at them, that Syme saw, with
thunder-struck clearness, that the face was the broad, almost ape-like
face of his old friend Gregory, with its rank red hair and its
insulting smile.
",['Gregoire'],"[(None, None, None)]"
booknlp,COREF,112,its,314596,314599,13,1253,15,M_4902,"It was only when he had come quite close to the crescent of the seven and flung up his face to look at them, that Syme saw, with thunder-struck clearness, that the face was the broad, almost ape-like face of his old friend Gregory, with its rank red hair and its insulting smile.","Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.",3102,aligned,343762,344019,314337,314616,"Quand il se fut approche tout pres du croissant des Sept Jours, quand il leva la tete pour les devisager, Syme, dans un eclair fulgurant, reconnut le large visage presque simiesque, les cheveux fauves et drus et le sourire insolent de son vieil ami Gregory.
","It was only when he had come quite close to the crescent of
the seven and flung up his face to look at them, that Syme saw, with
thunder-struck clearness, that the face was the broad, almost ape-like
face of his old friend Gregory, with its rank red hair and its
insulting smile.
","['son', 'sa', 'ses']","[('son', 343997, 344000)]"
pdnc,qID,Q792-0,Gregory,314619,314626,13,1254,15,M_4903,"""Gregory!"" gasped Syme, half-rising from his seat.",-- Gregory ! s'ecria Syme en se levant a demi de son trone :,3098,aligned,344021,344081,314619,314668,-- Gregory ! s'ecria Syme en se levant a demi de son trone : ,"Gregory!"" gasped Syme, half-rising from his seat. ",['Gregoire'],"[(None, None, None)]"
exp,exp_name,syme,Syme,314636,314640,9,1254,15,M_4904,"""Gregory!"" gasped Syme, half-rising from his seat.",-- Gregory ! s'ecria Syme en se levant a demi de son trone :,3098,aligned,344021,344081,314619,314668,-- Gregory ! s'ecria Syme en se levant a demi de son trone : ,"Gregory!"" gasped Syme, half-rising from his seat. ",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,his,314659,314662,9,1254,15,M_4905,"""Gregory!"" gasped Syme, half-rising from his seat.",-- Gregory ! s'ecria Syme en se levant a demi de son trone :,3098,aligned,344021,344081,314619,314668,-- Gregory ! s'ecria Syme en se levant a demi de son trone : ,"Gregory!"" gasped Syme, half-rising from his seat. ","['son', 'sa', 'ses', 'le sien']","[('son', 344070, 344073)]"
