eng_text,fr_text,eng_context,fr_context,eng_mID
the Pigeon,le pigeon,"""

""I don't believe it,"" said the Pigeon; ""but if they do, w","<< Je n'en crois rien, >> dit le Pigeon, << mais s'il en est",M_1259
the Pigeon,le pigeon,"anks, and I've tried hedges,"" the Pigeon went on, without at","essaye des haies, >> continua le Pigeon sans faire attention",M_1228
the Pigeon,le pigeon,"""

""Well, be off, then!"" said the Pigeon in a sulky tone, as","! allez-vous-en alors, >> dit le Pigeon d'un ton boudeur en ",M_1273
the Pigeon,le pigeon,"ough hatching the eggs,"" said the Pigeon; ""but I must be on ","al a couver mes oeufs, >> dit le Pigeon. << Il faut encore q",M_1233
the Pigeon,le pigeon," tree in the wood,"" continued the Pigeon, raising its voice ","haut de la foret, >> continua le Pigeon en elevant la voix j",M_1237
the Pigeon,le pigeon,"""A likely story indeed!"" said the Pigeon in a tone of the de",e bien vraisemblable ! >> dit le Pigeon d'un air de profond ,M_1251
the Pigeon,le pigeon,"rpent, I say again!"" repeated the Pigeon, but in a more subd","erpent ! Je le repete, >> dit le Pigeon, mais d'un ton plus ",M_1224
the King,le roi,"""

""Well, if I must, I must,"" the King said, with a melancho","l le faut, il le faut, >> dit le Roi, d'un air triste ; et, ",M_3033
the King,le roi,"h Hare.

""He denies it,"" said the King: ""leave out that part","ievre.

<< Il le nie ! >> dit le Roi. << Passez la-dessus. >",M_2981
the King,le roi,"nkling begins with a T!"" said the King sharply. ""Do you take",e commence par un d ! >> cria le Roi vivement. << Me prenez-,M_2970
the King,le roi,"h side to guard him; and near the King was the White Rabbit,","I.



QUI A VOLE LES TARTES ?
Le Roi et la Reine de Coeur et",M_2854
the King,le roi,"winkling of the _what?_"" said the King.

""It _began_ with th"," Les dragees de quoi ? >> dit le Roi.

<< Ca a commence par ",M_2968
the King,le roi,"o _are_ you talking to?"" said the King, going up to Alice, a","i causez-vous donc la, >> dit le Roi, s'approchant d'Alice e",M_2195
the King,le roi,"said the Hatter.

""_Stolen!_"" the King exclaimed, turning to","pelier.

<< Vole ! >> s'ecria le Roi en se tournant du cote ",M_2916
the King,le roi,"ou _must_ remember,"" remarked the King, ""or I'll have you ex","le rappeliez, >> fit observer le Roi ; << ou bien je vous fa",M_2991
the King,le roi,"""

""Then you may _sit_ down,"" the King replied.

Here the ot","ors asseyez-vous, >> repondit le Roi.


Ici l'autre cochon d",M_3007
the King,le roi,".

""Give your evidence,"" said the King; ""and don't be nervou","ites votre deposition, >> dit le Roi ; << et ne soyez pas ag",M_2926
the King,le roi," pence.

""Take off your hat,"" the King said to the Hatter.

","<< Otez votre chapeau, >> dit le Roi au Chapelier.

<< Il n'",M_2913
the King,le roi,"s off.

""Give your evidence,"" the King repeated angrily, ""or","s votre deposition, >> repeta le Roi en colere ; << ou bien ",M_2962
the King,le roi," singers.

""You may go,"" said the King, and the Hatter hurri","s pouvez vous retirer, >> dit le Roi ; et le Chapelier se ha",M_3015
the King,le roi,", ""Silence in the court!"" and the King put on his spectacles","ence dans l'auditoire ! >> Et le Roi, mettant ses lunettes, ",M_2882
the King,le roi,"""

The judge, by the way, was the King; and as he wore his c",", disons-le en passant, etait le Roi, et, comme il portait s",M_2867
the King,le roi,"ought to have finished,"" said the King. ""When did you begin?"," auriez du avoir fini, >> dit le Roi ; << quand avez-vous co",M_2904
the King,le roi," _very_ poor _speaker_,"" said the King.

Here one of the gui","n tres-pauvre orateur, >> dit le Roi.

Ici un des cochons d'",M_2996
the King,le roi,"""Call the next witness!"" said the King.

The next witness wa","pelez un autre temoin, >> dit le Roi.

L'autre temoin, c'eta",M_3020
the King,le roi,"!""


""Consider your verdict,"" the King said to the jury.

""N","ent ! >>
<< Deliberez, >> dit le Roi aux jures.

<< Pas enco",M_2897
the King,le roi,"e trial cannot proceed,"" said the King in a very grave voice","ces ne peut continuer, >> dit le Roi d'une voix grave, << av",M_3078
the King,le roi,"idence we've heard yet,"" said the King, rubbing his hands; ""","s eue jusqu'a present, >> dit le Roi en se frottant les main",M_3177
the King,le roi," words don't _fit_ you,"" said the King, looking round the co","ous avez trop bon air, >> dit le Roi, promenant son regard t",M_3215
the King,le roi,"d.

""Begin at the beginning,"" the King said gravely, ""and go","ommencement, >> dit gravement le Roi, << et continuez jusqu'",M_3161
the King,le roi, had entirely disappeared; so the King and the executioner r,de la Duchesse ; de sorte que le Roi et le bourreau se miren,M_2287
the King,le roi,"re about!""

""Read them,"" said the King.

The White Rabbit pu"," >>
<< Lisez ces vers, >> dit le Roi.

Le Lapin Blanc mit se",M_3155
the King,le roi,"jury consider their verdict,"" the King said, for about the t","e le jury delibere, >> ajouta le Roi, pour a peu pres la vin",M_3217
the King,le roi,"the first really clever thing the King had said that day.

"""," reflexion vraiment bonne que le Roi eut faite ce jour-la.

",M_3150
the King,le roi,"""If you didn't sign it,"" said the King, ""that only makes the","vous n'avez pas signe, >> dit le Roi, << cela ne fait qu'emp",M_3146
the King,le roi,"ere's no meaning in it,"" said the King, ""that saves a world ","elle ne signifie rien, >> dit le Roi, << cela nous epargne u",M_3187
the King,le roi,"It must have been that,"" said the King, ""unless it was writt"," Cela doit etre ainsi, >> dit le Roi, << a moins qu'elle ne ",M_3136
the King,le roi,"g on between the executioner, the King, and the Queen, who w","avait lieu entre le bourreau, le Roi, et la Reine, qui parla",M_2258
the King,le roi,"the Knave of Hearts, carrying the King's crown on a crimson ","mant cette longue procession, LE ROI ET LA REINE DE COEUR.

",M_2032
the King,le roi,"umped up, and began bowing to the King, the Queen, the royal","instant et se mirent a saluer le Roi, la Reine, les jeunes p",M_2079
the King,le roi,"d somebody else's hand,"" said the King. (The jury all bright","l'ecriture d'un autre, >> dit le Roi. (Les jures reprirent l",M_3143
the King,le roi,"

""Why, there they are!"" said the King triumphantly, pointin","iens, mais les voici ! >> dit le Roi d'un air de triomphe, m",M_3205
the King,le roi,"ll, it must be removed,"" said the King very decidedly, and h","faut le faire enlever, >> dit le Roi d'un ton tres-decide ; ",M_2218
the King,le roi,"ked off together, Alice heard the King say in a low voice, t","ient ensemble, Alice entendit le Roi dire a voix basse a tou",M_2452
the King,le roi,"ce.

""That's very important,"" the King said, turning to the ","ui est tres-important, >> dit le Roi, se tournant vers les j",M_3095
the King,le roi,"portant, of course, I meant,"" the King hastily said, and wen"," je voulais dire, >> repliqua le Roi avec empressement. Et i",M_3102
the King,le roi,"othing _whatever?_"" persisted the King.

""Nothing whatever,"""," Rien absolument ? >> insista le Roi.

<< Rien absolument, >",M_3093
the King,le roi,"
""Don't be impertinent,"" said the King, ""and don't look at m","tes pas l'impertinent, >> dit le Roi, << et ne me regardez p",M_2210
the King,le roi,"ldest rule in the book,"" said the King.

""Then it ought to b","l y ait dans le livre, >> dit le Roi.

<< Alors elle devrait",M_3124
the King,le roi,"the executioner myself,"" said the King eagerly, and he hurri"," chercher le bourreau, >> dit le Roi avec empressement ; et ",M_2231
the Knave of Hearts,le valet de coeur,"t noticing her. Then followed the Knave of Hearts, carrying ","ire attention a elle. Suivait le Valet de Coeur, portant la ",M_2031
mine,les miens,"es in such long ringlets, and mine doesn't go in ringlets at",a de longs cheveux boucles et les miens ne frisent pas du to,M_311
hers,les siens,ger eyes were looking up into hers--she could hear the very , plongeaient leur regard dans les siens. Elle entendait jusq,M_3271
him,lui," there's no use in talking to him,"" said Alice desperately: ","Oh ! ce n'est pas la peine de lui parler, >>


dit Alice, de",M_1366
him,lui,"ourselves, and it.

Don't let him know she liked them best, ","s trois avec succes.


Cachez-lui qu'elle les prefere ;
Car ",M_3176
her,lui,"nd repeat something now. Tell her to begin."" He looked at th",uelque chose a present. Dites-lui de s'y mettre. >> Elle reg,M_2791
her,lui,"ting about, and called out to her in an angry tone, ""Why, Ma",ercut Alice qui furetait ; il lui cria d'un ton d'impatience,M_731
her,lui,", and a bright idea came into her head. ""If I eat one of the","ateaux, et une brillante idee lui traversa l'esprit. << Si j",M_952
him,lui,who I am! But I'd better take him his fan and gloves--that i, suis ! Mais je ferai bien de lui porter ses gants et son ev,M_747
her,lui,"

Then they all crowded round her once more, while the Dodo ","r d'Alice, tandis que le Dodo lui presentait solennellement ",M_599
him,lui,"ueen turned angrily away from him, and said to the Knave ""Tu","st qu'une enfant. >>
La Reine lui tourna le dos avec colere,",M_2077
him,lui," frowning and making faces at him as he spoke.

""_Un_importa","n froncant les sourcils et en lui faisant des grimaces.

<< ",M_3099
me,m',"screamed the Queen. ""You make me giddy."" And then, turning t","z ! >> cria la Reine. << Vous m'etourdissez. >> Alors, se to",M_2083
me,m',"istake it had made.

""He took me for his housemaid,"" she sai","uer qu'il se trompait.

<< Il m'a pris pour sa bonne, >> se ",M_738
me,m',"iously about her. ""Oh, do let me help to undo it!""

""I shall","amner
a mort. >>


<< Vous ne m'ecoutez pas, >> dit la Souri",M_647
me,m'," ear.

""Please would you tell me,"" said Alice, a little timi"," a l'autre.

<< Pourriez-vous m'apprendre, >> dit Alice un p",M_1379
me,m',"I suppose Dinah'll be sending me on messages next!"" And she ",n ! Bientot ce sera Dinah qui m'enverra en commission. >> El,M_760
me,m',"and walking away. ""You insult me by talking such nonsense!""
","s, >> dit la Souris. << C'est m'insulter que de dire de pare",M_651
my,ma,", ""I won't have any pepper in my kitchen _at all_. Soup does","je n'aurai pas de poivre dans ma cuisine, pas le moindre gra",M_2306
my,ma,"     *      *      *


""Come, my head's free at last!"" said ","main gauche.


<< Voila enfin ma tete libre, >> dit Alice d'",M_1194
my,ma,"n a sulky tone; ""Seven jogged my elbow.""

On which Seven loo","inture. >>
<< Ce n'est pas de ma faute, >> dit Cinq d'un ton",M_1983
my,mes,"ventures.""

""I could tell you my adventures--beginning from ",">>
<< Je pourrais vous conter mes aventures a partir de ce m",M_2766
my,mes," my shoulders got to? And oh, my poor hands, how is it I can", donc sont mes epaules ? Oh ! mes pauvres mains ! Comment se,M_1203
my,mes," suppose, by being drowned in my own tears! That _will_ be a","sans doute, en me noyant dans mes propres larmes. C'est cela",M_399
my,mes,"""The Duchess! The Duchess! Oh my dear paws! Oh my fur and wh",Duchesse ! La Duchesse ! Oh ! mes pauvres pattes ; oh ! ma r,M_719
my,mes,"said Alice. ""And where _have_ my shoulders got to? And oh, m",dit Alice. << Et ou donc sont mes epaules ? Oh ! mes pauvres,M_1202
me,moi," said Alice indignantly. ""Let me alone!""

""Serpent, I say ag"," avec indignation. << Laissez-moi tranquille. >>
<< Serpent ",M_1223
me,moi," earnestly, ""Now, Dinah, tell me the truth: did you ever eat","ement : << Voyons, Dinah, dis-moi la verite, as-tu jamais ma",M_106
me,moi,"officers of the court, ""Bring me the list of the singers in ",ers du tribunal : << Apportez-moi la liste des chanteurs du ,M_2957
me,moi, wish you were down here with me! There are no mice in the a,"minette, que n'es-tu ici avec moi ? Il n'y a pas de souris d",M_91
me,moi," it would feel very queer to _me_.""

""You!"" said the Caterpi","la me semblerait bien drole a moi. >>
<< A vous ! >> dit la ",M_1073
me,moi,"hire Cat,"" said Alice: ""allow me to introduce it.""

""I don't",", >> dit Alice : << permettez-moi de vous le presenter. >>
<",M_2201
me,moi,"lve? I--""

""Oh, don't bother _me_,"" said the Duchess; ""I nev","e pense -- >>
<< Oh ! laissez-moi la paix, >> dit la Duchess",M_1426
me,moi,"n't take this child away with me,"" thought Alice, ""they're s","n'emporte pas cet enfant avec moi, >> pensa Alice, << ils le",M_1476
me,moi," she went on. ""Would you tell me, please, which way I ought ",", et elle continua : << Dites-moi, je vous prie, de quel cot",M_1533
me,moi," and say 'Who am I then? Tell me that first, and then, if I ","en l'air et de dire, << Dites-moi d'abord qui je suis, et, s",M_348
my,mon,"as usual. ""Come, there's half my plan done now! How puzzling",voila maintenant la moitie de mon projet execute. Comme tous,M_1288
my,mon,"shore, and then I'll tell you my history, and you'll underst","ons la rive, je vous conterai mon histoire, et vous verrez p",M_504
my,mon," next witness. It quite makes my forehead ache!""

Alice watc","ant a la Reine : << Vraiment, mon amie, il faut que vous int",M_3055
my,mon," better.""

""I'd rather finish my tea,"" said the Hatter, with","s bien aller finir de prendre mon the, >> dit le Chapelier, ",M_3011
my,mon,"'re wondering why I don't put my arm round your waist,"" the ",ndez pourquoi je ne passe pas mon bras autour de votre taill,M_2352
herself,s'," pigs, and was just saying to herself, ""if one only knew the",ement on savait la maniere de s'y prendre pour les metamorph,M_1517
herself,s'," it rather timidly, saying to herself ""Suppose it should be ",etait si grande qu'elle n'osa s'approcher avant d'avoir grig,M_1637
herself,s',"y politely; but she added, to herself, ""Why, they're only a ","te ? >>
<< Je me nomme Alice, s'il plait a Votre Majeste, >>",M_2058
herself,s',"e can't help it,"" she said to herself; ""his eyes are so _ver","Mais peut-etre ne peut-il pas s'en empecher, >> dit-elle ; <",M_1340
herself,s',"

And she went on planning to herself how she would manage i", dans son esprit comment elle s'y prendrait. << Il faudra le,M_250
itself,s',"and she heard it muttering to itself ""The Duchess! The Duche","otes, d'un air inquiet, comme s'il avait perdu quelque chose",M_716
his,sa,"he had taken his watch out of his pocket, and was looking at",e. Il avait tire sa montre de sa poche et la regardait d'un ,M_1715
her,sa,""" said Alice, swallowing down her anger as well as she could","it Alice, cherchant a retenir sa colere.

<< Non, >> repondi",M_1095
his,sa,"w and then, and holding it to his ear.

Alice considered a l",e. Il avait tire sa montre de sa poche et la regardait d'un ,M_1716
her,sa," said Alice, quite forgetting her promise.

""Treacle,"" said ","t Alice, oubliant tout a fait sa promesse.

<< C'est tout si",M_1896
its,sa,"ly, that she looked down into its face in some alarm. This t",uveau si fort qu'elle regarda sa figure avec quelque inquiet,M_1501
his,sa,"aid that day.

""That _proves_ his guilt,"" said the Queen.

""","e ce jour-la.

<< Cela prouve sa culpabilite, >> dit la Rein",M_3151
his,sa,"urning to Alice: he had taken his watch out of his pocket, a",ant vers Alice. Il avait tire sa montre de sa poche et la re,M_1714
his,sa,"it had made.

""He took me for his housemaid,"" she said to he","rompait.

<< Il m'a pris pour sa bonne, >> se disait-elle en",M_739
her sister,sa soeur," get very tired of sitting by her sister on the bank, and of","ER.


Alice, assise aupres de sa soeur sur le gazon, commenc",M_2
her sister,sa soeur,"t; and when she had finished, her sister kissed her, and sai","uand elle eut fini son recit, sa soeur lui dit en l'embrassa",M_3251
her sister,sa soeur,", with her head in the lap of her sister, who was gently bru","on, la tete sur les genoux de sa soeur, qui ecartait douceme",M_3238
her sister,sa soeur,"rful dream it had been.


But her sister sat still just as s","e venait de faire.






Mais sa soeur demeura assise tranqu",M_3258
her sister,sa soeur," she had peeped into the book her sister was reading, but it", yeux sur le livre que lisait sa soeur ; mais quoi ! pas d'i,M_4
her sister,sa soeur,"am!"" said Alice, and she told her sister, as well as she cou","dit Alice ; et elle raconta a sa soeur, autant qu'elle put s",M_3246
herself,se,", she dreamed of little Alice herself, and once again the ti","tures ; si bien qu'elle aussi se mit a rever, en quelque sor",M_3269
herself,se,"_ short remarks, and she drew herself up and said, very grav","u parler bref de la Chenille, se redressa de toute sa hauteu",M_1080
herself,se,"se above her: then, saying to herself ""This is Bill,"" she ga",uste au-dessus d'elle ; alors se disant : << Voila Jacques s,M_921
herself,se,"losed eyes, and half believed herself in Wonderland, though ","a assise, les yeux fermes, et se croyant presque dans le Pay",M_3290
herself,se,"hat's the judge,"" she said to herself, ""because of his great"," la. << Ca, c'est le juge, >> se dit-elle ; << je le reconna",M_2866
herself,se," signifies much,"" she said to herself; ""I should think it wo"," cela soit bien important, >> se dit-elle, << car je pense q",M_3087
herself,se,"the top of it.

She stretched herself up on tiptoe, and peep","e qu'il y avait dessus.

Elle se dressa sur la pointe des pi",M_1024
herself,se,"stantly, and Alice thought to herself, ""I wonder what they _","inah a votre poursuite. >>
Il se fit tout a coup un silence ",M_939
herself,se,"rd two or three times over to herself, being rather proud of",e ce sont les jures ; >> elle se repeta ce dernier mot deux ,M_2873
herself,se," a stop to this,"" she said to herself, and shouted out, ""You","bientot mettre fin a cela, >> se dit-elle ; puis elle cria :",M_949
herself,se,"d bit of mushroom, and raised herself to about two feet high",ors elle avanca timidement en se disant : << Si apres tout i,M_1634
herself,se,"s_ a good thing!"" she said to herself, for she had felt quit","s, voila qui est heureux ! >> se dit-elle en elle-meme, car ",M_2454
herself,se,"ut down the bottle, saying to herself ""That's quite enough--", la bouteille sur la table en se disant : << En voila assez ,M_796
herself,se,"r his housemaid,"" she said to herself as she ran. ""How surpr","Il m'a pris pour sa bonne, >> se disait-elle en courant. << ",M_741
itself,se,"way to hear the Rabbit say to itself, ""Oh dear! Oh dear! I s",'entendre parler le Lapin qui se disait : << Ah ! j'arrivera,M_13
itself,se,"-'""


Here the Dormouse shook itself, and began singing in i","es ai mangees. >>
Ici le Loir se secoua et se mit a chanter,",M_1821
herself,se,"an find it."" And she squeezed herself up closer to Alice's s",ouvait la trouver. >> Et elle se serra plus pres d'Alice en ,M_2327
herself,se," longer to be seen: she found herself in a long, low hall, w", le Lapin avait disparu. Elle se trouva alors dans une salle,M_122
herself,se," in that soup!"" Alice said to herself, as well as she could ","p de poivre dans la soupe, >> se dit Alice, tout empechee pa",M_1373
herself,se," evidence _yet_,"" she said to herself. Imagine her surprise,","and'chose jusqu'a present, >> se dit-elle. Imaginez sa surpr",M_3060
herself,se,"ueer it seems,"" Alice said to herself, ""to be going messages","tail.

<< Que c'est drole, >> se dit Alice, << de faire des ",M_757
herself,se,"ll.""

Alice tried to fancy to herself what such an extraordi","s-malades. >>
Alice chercha a se figurer un peu l'effet que ",M_1863
herself,se,"mentioned Dinah!"" she said to herself in a melancholy tone. ","'avoir pas parle de Dinah, >> se dit-elle tristement. << Per",M_697
herself,se,"_I'm_ a Duchess,"" she said to herself, (not in a very hopefu","nd je serai Duchesse, moi, >> se dit-elle (d'un ton qui expr",M_2304
herself,se,to say to this: so she helped herself to some tea and bread-,op que repondre a cela. Aussi se servit-elle un peu de the e,M_1879
herself,se,"easant temper, and thought to herself that perhaps it was on","due si mechante, lorsqu'elles se rencontrerent dans la cuisi",M_2300
herself,se,"he went.

Once more she found herself in the long hall, and ","e suite. >> Elle entra.

Elle se retrouva encore dans la lon",M_1963
herself,se,"ouse that had slipped in like herself.

""Would it be of any ",in ou hippopotame ; puis elle se rappela combien elle etait ,M_406
herself,se,"d to beat them off, and found herself lying on the bank, wit",ssaya de les repousser ; elle se trouva etendue sur le gazon,M_3236
herself,se," sure to happen,"" she said to herself, ""whenever I eat or dr","elque chose d'interessant, >> se dit-elle, << lorsque je man",M_784
herself,se,ping herself before she found herself falling down a very de,"r, avant meme d'avoir pense a se retenir.



De deux choses ",M_33
herself,se,oment to think about stopping herself before she found herse,une facon si brusque qu'Alice se sentit tomber comme dans un,M_31
his,ses,"ing.

The White Rabbit put on his spectacles. ""Where shall I","t le Roi.

Le Lapin Blanc mit ses lunettes. << Par ou commen",M_3157
his,ses,"embled so, that he shook both his shoes off.

""Give your evi"," si fortement qu'il en perdit ses deux souliers.

<< Faites ",M_2960
its,ses,"do!"" but the Mouse only shook its head impatiently, and walk"," grommela quelque chose entre ses dents et s'eloigna.

<< Re",M_660
its,ses,"ed to her to wink with one of its little eyes, but it said n","ut meme la voir cligner un de ses petits yeux, mais elle ne ",M_422
its,ses," and it'll sit up and beg for its dinner, and all sorts of t","e tres-bien ; il se tient sur ses deux pattes de derriere, e",M_482
his,ses,", spreading out the verses on his knee, and looking at them ", etalant la piece de vers sur ses genoux et les regardant d',M_3191
his,ses,"e court!"" and the King put on his spectacles and looked anxi","toire ! >> Et le Roi, mettant ses lunettes, regarda vivement",M_2883
its,ses,"ng to it,"" she thought, ""till its ears have come, or at leas",">> pensait-elle, << avant que ses oreilles soient venues, l'",M_2170
his,ses,"all the unjust things--"" when his eye chanced to fall upon A", les injustices -- >> lorsque ses regards tomberent par hasa,M_2001
his,son,"confusion of voices--""Hold up his head--Brandy now--Don't ch"," coup de pied. >>
Elle retira son pied aussi bas que possibl",M_929
his,son,"ny of terror. ""Oh, there goes his _precious_ nose!"" as an un",n proie a la terreur. << Oh ! son cher petit nez ! >> Une ca,M_1412
his,son," said the Gryphon, sighing in his turn; and both creatures h","it le Griffon, en soupirant a son tour ; et ces deux creatur",M_2601
his,son,"e pitied him deeply. ""What is his sorrow?"" she asked the Gry",sincerement. << Quel est donc son chagrin ? >> demanda-t-ell,M_2495
his,son, could hear him sighing as if his heart would break. She pit,tendre qui soupirait comme si son coeur allait se briser ; e,M_2492
his,son," the Mock Turtle, and to hear his history. I must go back an","ortue, et l'entendre raconter son histoire. Il faut que je m",M_2463
his,son,"Queen, ""and he shall tell you his history,""

As they walked ","eine, << et elle vous contera son histoire. >>
Comme elles s",M_2450
his,son,"he King turned pale, and shut his note-book hastily. ""Consid","devint pale et ferma vivement son carnet. << Deliberez, >> d",M_3127
her,son,"g,"" said the Duchess, digging her sharp little chin into Ali"," dit la Duchesse, qui enfonca son petit menton pointu dans l",M_2343
her,son,"the only difficulty was, that her flamingo was gone across t","ne difficulte, et c'etait que son flamant avait passe de l'a",M_2245
his,son," he wasn't going to begin at _his_ time of life.

The King's","aire, et que ce n'etait pas a son age qu'il allait commencer",M_2267
his,son,"of onions.""

Seven flung down his brush, and had just begun ","ons a manger. >>
Sept jeta la son pinceau et s'ecriait : << ",M_2000
time,temps," do something better with the time,"" she said, ""than waste i","us pourriez mieux employer le temps, >> dit-elle, << et ne p",M_1764
time,temps,"oking up into the sky all the time he was speaking, and this","Il regardait en l'air tout le temps qu'il parlait, et Alice ",M_1335
time,temps,edgehogs; and in a very short time the Queen was in a furiou,"r tour, se querellant tout le temps et se battant a qui aura",M_2146
time,temps,"ome away, my dears! It's high time you were all in bed!"" On ","z, mes enfants ; il est grand temps que vous vous mettiez au",M_691
time,temps,"on never learnt it.""

""Hadn't time,"" said the Gryphon: ""I we","s. >>
<< Je n'en avais pas le temps, >> dit le Griffon, << m",M_2594
time,temps,"ike the wind, and was just in time to hear it say, as it tur",e vent et arrive tout juste a temps pour entendre le Lapin d,M_116
time,temps,"wled out, 'He's murdering the time! Off with his head!'""

""H",est comme ca que vous tuez le temps ! Qu'on lui coupe la tet,M_1825
time,temps,ople up like telescopes: this time she found a little bottle,avancait a rien de passer son temps a attendre a la petite p,M_149
time,temps,"een looking at Alice for some time with great curiosity, and",nsidere Alice pendant quelque temps avec beaucoup de curiosi,M_1668
time,temps,"ff, and that in about half no time! Take your choice!""

The "," la Reine, trepignant tout le temps. << Hors d'ici, ou a bas",M_2418
time,temps," cats and dogs.""

It was high time to go, for the pool was g","les chiens. >>
Il etait grand temps de s'en aller, car la ma",M_507
time,temps,"ng their forepaws to mark the time, while the Mock Turtle sa","tour d'Alice, lui marchant de temps a autre sur les pieds qu",M_2676
time,temps," half down the hall.

After a time she heard a little patter"," milieu de la salle.

Quelque temps apres, elle entendit un ",M_270
time,temps,"e dropped it hastily, just in time to avoid shrinking away a","e elle le lacha, tout juste a temps pour s'empecher de dispa",M_373
time,temps," good many little girls in my time, but never _one_ with suc","n des petites filles dans mon temps, mais je n'en ai jamais ",M_1252
time,temps,"r of hers would, in the after-time, be herself a grown woman",nge du Pays des Merveilles du temps jadis : elle la voyait p,M_3300
time,temps," side of the court.

All this time the Queen had never left ","de la salle.

Pendant tout ce temps-la, la Reine n'avait pas",M_2952
time,temps,"ut she felt that there was no time to be lost, as she was sh","omprit qu'il n'y avait pas de temps a perdre, car elle dimin",M_1187
time,temps,"anations take such a dreadful time.""

So Alice began telling","explications prennent tant de temps. >>
Alice commenca donc ",M_2771
your,ton,"are you thinking of?""

""I beg your pardon,"" said Alice very ",etour ! >> dit la Souris d'un ton sec. << Croyez-vous donc q,M_638
your,ton,"dering tone.

""Why, what are _your_ shoes done with?"" said t","abord, >> dit le Griffon d'un ton d'impatience ; << les expl",M_2736
you,tu,a-time. Dinah my dear! I wish you were down here with me! Th,". Dinah, ma minette, que n'es-tu ici avec moi ? Il n'y a pas",M_90
you,tu,"Dinah, tell me the truth: did you ever eat a bat?"" when sudd"," Dinah, dis-moi la verite, as-tu jamais mange des chauves-so",M_107
you,tu,"and that's very like a mouse, you know. But do cats eat bats","semble beaucoup a une souris, tu sais. Mais les chats mangen",M_94
you,tu,"e in the air, I'm afraid, but you might catch a bat, and tha","irs, j'en ai bien peur ; mais tu pourrais attraper une chauv",M_93
you,tu,"abbit's--""Pat! Pat! Where are you?"" And then a voice she had", << Patrice ! Patrice ! ou es-tu ? >> Une voix qu'elle ne co,M_864
a Canary,un canari," doesn't suit my throat!"" and a Canary called out in a tremb",ut rien pour ma gorge ! >> Et un canari cria a ses petits d',M_690
a farmer,un fermier,"lf of them--and it belongs to a farmer, you know, and he say",e la moitie ! Il appartient a un fermier qui ne le donnerait,M_484
a Gryphon,un griffon,"ed.

They very soon came upon a Gryphon, lying fast asleep i","

Elles rencontrerent bientot un Griffon, etendu au soleil e",M_2457
a Dormouse,un loir,Hatter were having tea at it: a Dormouse was sitting between,ait le the avec le Chapelier. Un Loir profondement endormi e,M_1644
an old Crab,un vieux crabe,t was quite out of sight; and an old Crab took the opportuni,"t que la Souris eut disparu.

Un vieux crabe, profitant de l",M_663
an old crab,un vieux crabe,"assics master, though. He was an old crab, _he_ was.""

""I ne","r de langues mortes ; c'etait un vieux crabe, celui-la. >>
<",M_2597
old Magpie,vieille pie,irds hurried off at once: one old Magpie began wrapping itse,ux s'enfuirent aussitot ; une vieille pie s'enveloppant avec,M_689
your,vos,"nd the Queen said--""

""Get to your places!"" shouted the Quee"," et la Reine a dit -- >>
<< A vos places ! >> cria la Reine ",M_2130
your,vos,"ed ""Come, let's hear some of _your_ adventures.""

""I could t","us racontiez quelques-unes de vos aventures. >>
<< Je pourra",M_2763
your,vos," Caterpillar.

""Well, perhaps your feelings may be different","tout, >> dit la Chenille.

<< Vos sensations sont peut-etre ",M_1070
your,votre," saying, ""Thank you, sir, for your interesting story,"" but s","ever et de dire : << Merci de votre histoire interessante, >",M_2524
your,votre," why I don't put my arm round your waist,"" the Duchess said "," passe pas mon bras autour de votre taille, >> dit la Duches",M_2353
your,votre,"
""Please come back and finish your story!"" Alice called afte","ez, je vous en prie, finissez votre histoire, >> lui cria Al",M_657
your,votre,"illings and pence.

""Take off your hat,"" the King said to th"," francs et centimes.

<< Otez votre chapeau, >> dit le Roi a",M_2912
your,votre,"ned pale and fidgeted.

""Give your evidence,"" said the King;","pale et tremblant.

<< Faites votre deposition, >> dit le Ro",M_2925
your,votre,"Hare.

""I didn't know it was _your_ table,"" said Alice; ""it'","re.

<< J'ignorais que ce fut votre table, >> dit Alice. << ",M_1662
your,votre,"yphon, ""she wants for to know your history, she do.""

""I'll ","it le Griffon, << veut savoir votre histoire. >>
<< Je vais ",M_2506
your,votre,"ok both his shoes off.

""Give your evidence,"" the King repea","ses deux souliers.

<< Faites votre deposition, >> repeta le",M_2961
your,votre,"o Alice, she went on, ""What's your name, child?""

""My name i","ers Alice, elle continua : << Votre nom, petite ? >>
<< Je m",M_2051
your,votre," heads are gone, if it please your Majesty!"" the soldiers sh","s n'y sont plus, s'il plait a Votre Majeste ! >> lui crieren",M_2096
your,votre, doubtful about the temper of your flamingo. Shall I try the,t que je ne me fie pas trop a votre flamant. Voulez-vous que,M_2356
your,votre,"y. ""What else have you got in your pocket?"" he went on, turn",ous encore quelque chose dans votre poche ? >> continua-t-il,M_595
you,vous,"aid Alice, ""a great girl like you,"" (she might well say this",ce. << Une grande fille comme vous >> (<< grande >> etait bi,M_264
you,vous, you must manage the best way you can;--but I must be kind t, : arrangez-vous du mieux que vous pourrez. -- Il faut cepen,M_243
you,vous,", just time to begin lessons: you'd only have to whisper a h","matin, l'heure de vos lecons, vous n'auriez qu'a dire tout b",M_1793
you,vous,"rhaps,"" said the Hatter: ""but you could keep it to half-past",>> dit le Chapelier ; << mais vous pourriez retenir l'aiguil,M_1801
