eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,her,854,857,0,4,1,M_16,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",elle,866.0,870.0
booknlp,COREF,40,she,863,866,0,4,1,M_17,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",elle,866.0,870.0
exp,exp_name,time,time,910,914,22,4,1,M_18,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",le,904.0,906.0
exp,exp_name,the rabbit,the Rabbit,954,964,21,4,1,M_19,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",le Lapin,966.0,974.0
exp,exp_name,alice,Alice,1057,1062,0,4,1,M_20,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",Alice,1064.0,1069.0
booknlp,COREF,40,her,1074,1077,0,4,1,M_21,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",ses,1080.0,1083.0
booknlp,COREF,40,her,1106,1109,0,4,1,M_22,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",elle,866.0,870.0
booknlp,COREF,40,she,1120,1123,0,4,1,M_23,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",elle,1124.0,1128.0
booknlp,COREF,40,she,1245,1248,0,4,1,M_24,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",elle,1207.0,1211.0
exp,exp_name,time,time,1308,1312,22,4,1,M_25,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",temps,1279.0,1284.0
booknlp,COREF,20,it,1320,1322,21,4,1,M_26,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",7,aligned,823,1348,802,1368,"En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.
","when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.
",le,1290.0,1292.0
exp,exp_name,alice,Alice,1398,1403,0,5,1,M_27,"In another moment down went Alice after it, never once considering how in the world she was to get out again.","Un instant apres, Alice etait a la poursuite du Lapin dans le terrier, sans songer comment elle en sortirait.",8,aligned,1352,1461,1370,1479,"Un instant apres, Alice etait a la poursuite du Lapin dans le terrier, sans songer comment elle en sortirait.
","In another moment down went Alice after it, never once considering how in the world she was to get out again.
",elle,1443.0,1447.0
booknlp,COREF,40,she,1454,1457,0,5,1,M_28,"In another moment down went Alice after it, never once considering how in the world she was to get out again.","Un instant apres, Alice etait a la poursuite du Lapin dans le terrier, sans songer comment elle en sortirait.",8,aligned,1352,1461,1370,1479,"Un instant apres, Alice etait a la poursuite du Lapin dans le terrier, sans songer comment elle en sortirait.
","In another moment down went Alice after it, never once considering how in the world she was to get out again.
",elle,1443.0,1447.0
exp,exp_name,the rabbit,The rabbit,1481,1491,21,6,1,M_29,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.",9,aligned,1465,1716,1481,1700,"Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.
","The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
",,,
exp,exp_name,alice,Alice,1590,1595,0,6,1,M_30,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.",9,aligned,1465,1716,1481,1700,"Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.
","The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
",Alice,1610.0,1615.0
booknlp,COREF,40,herself,1637,1644,0,6,1,M_31,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.",9,aligned,1465,1716,1481,1700,"Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.
","The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
",se,1705.0,1707.0
booknlp,COREF,40,she,1652,1655,0,6,1,M_32,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.",9,aligned,1465,1716,1481,1700,"Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.
","The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
",,,
booknlp,COREF,40,herself,1662,1669,0,6,1,M_33,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.",9,aligned,1465,1716,1481,1700,"Pendant un bout de chemin le trou allait tout droit comme un tunnel, puis tout a coup il plongeait perpendiculairement d'une facon si brusque qu'Alice se sentit tomber comme dans un puits d'une grande profondeur, avant meme d'avoir pense a se retenir.
","The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
",se,1616.0,1618.0
